text,intent,severity
@342909 Waiting 3 months for a credit is unacceptable! Let us help! Can you DM us your acct number and best contact info? ^BriT,account_issue,3
"@British_Airways Aw ok, I shall have to think on 🤔",feedback,1
"@472994 Hi Carole, we apologise for the delay to your flight. We can see you're now on your way. ^Natalie",feedback,1
@AdobeCare Many thanks!,feedback,1
@GloCare pls I want opt out of jumbo sim or whatever u people call this way of pissing your customers off... Pls I want out..,feedback,1
@221299 Hey Joyce! I'm really sorry for the frustration. We'd like to help if we can! Do you have a recent order that's passed its delivery date given in your order confirmation e-mail? ^AJ,feedback,1
@Uber_Support I have done that already but I have not received any assistance. I am so sorry I am so new to this and I don’t know how to use the app still. I can’t log in the app either?,feedback,3
I forgot my godaddy password 🙃🙃,account_issue,1
@NikeSupport 🙈 will give it a go,feedback,1
@GWRHelp Thanks Josh,feedback,1
@115821 my girlfriend and I both purchased destiny 2 yesterday. Her order got cancelled because we used two accounts? We live at the same place. What gives? We just want to play the game together.,other,3
@509521 ...following up with you after their investigation via email from there on. Hope this helps! 2/2,feedback,2
@SouthwestAir The Best #CustServ,feedback,1
@321419 Connecting you with @AskAmex to help look into this. ^E,feedback,1
@357071 It'll be coach C. ^PA,feedback,1
@487012 We can help. Check out this article for assistance: https://t.co/xU1AGHStV6,other,1
@161019 Was the game eligible for release date delivery? More info can be found here: https://t.co/pkjih2gr9F ^BA,feedback,1
"@333850 Hi, the VS006 from Miami is operating as normal at a local time of 18.20 https://t.co/x10iD4kwa3 ^BM",feedback,1
@115858 @AppleSupport please do something about your recent phone update as it’s made my phone slow &amp; don’t tell me to buy a new one thanks,feedback,1
"@XboxSupport Hey! I'm really sorry! 😔 I didn't realise that it was Thanksgiving at US. Work can wait. 😊 Happy Holiday, ^JL!",feedback,1
@294833 Please send us a DM with your Uber account email address so we can follow up.  https://t.co/sd7yH5jmbJ,feedback,1
@Uber_Support 23 hrs now. Still waiting for a resolution. Just keep getting told given to another dept. No reason why or what the issue is. https://t.co/89KbhleCTL,other,1
"@439878 Hi Sophie, please send us a DM or call 0800 042 0800 to find out about local stock levels. Thanks.",feedback,1
"@230432 Hello there Toby sorry for the delay Can you please Clear Cache from your console, this should fix the issue, so let me know ^JR",feedback,3
@AmericanAir I understand that and would expect it to be any other way.  But a DROP in the queue is unexplainable and very poor optics,other,1
@AmazonHelp It says it's our for delivery but that's since 1844 yesterday and still not here. Are you able to check any further In to where it is?,shipping_issue,1
It’s 11:11. I miss you. @ChipotleTweets,feedback,1
@129913 Regarding new app version-how do I download runs to my watch before going out on a run?,feedback,1
"@162384 No, it's not a premium network like HBO or Showtime. I know it's not available in all regions but if it's in yours I can tell you what channel it is. -AMD",other,1
Ok @AppleSupport I’m getting sick &amp; tired of these hieroglyphic words your software is changing my words to... fix it STAT ‼️‼️,technical_issue,1
@117795 didn’t complete a delivery yesterday. Super bummed! I am now “forced” to go to Target for my wares.,shipping_issue,1
@267316 We're not seeing anything available to confirm you on sooner. But please work with our airport team for the best options.,other,1
@VirginTrains Advance single,feedback,1
"@VirginTrains Advance purchase, Euston to Glasgow bought via website. Original train cancelled, next train then delayed, arrived Glasgow 7 hours late...",shipping_issue,1
"@Safaricom_Care Hi,
The issue is still persisting",feedback,1
@302539 Sure we can help! Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA,feedback,1
"@321986 However, we do reserve the right to refuse outside foods in the Clubs.  *HKM",other,1
"@115888 Currently, it would take an independent artist 12 million streams a year to gross around $45k.  A ""tip jar"" could be a real game changer for allowing artists to have a better shot a making a sustainable wage without raising subscription fees or adding more commercials.",feedback,1
@306221 We have got your details and working towards it. We'll ensure to close the issue at the earliest. ^CB,feedback,1
@591096 My apologies for the experience you have had with our company. Please follow/DM your service phone number and a b... https://t.co/Q892eHapoU,feedback,1
@167785 That's not good at all! Please DM us with your zip code and nearest streets intersection to check the coverage. -GL,feedback,1
"@115783
#Upset cancelled us at 8am bc we didnt respond 2 a photo update email sent @ 2am. Talked to Host turns out you double booked #novaca",feedback,1
@idea_cares @144027 Speed is very slow for 4G,technical_issue,1
@marksandspencer @124403 @117241 @47730 It really doesn't 😍✨ Thank you!,other,1
@O2 Hi there My iPhone keeps using all its data allowance I have topped up twice this month but cannot find out whats eatting all my data,feedback,1
@767795 Can you please follow and DM us?  ^CAR,other,1
@428895 I'll be happy to help you with your internet service. Would you mind sending us a DM with your account number? -CP,technical_issue,1
"@331948 We apologize Meeday, 
please ensure you have the correct settings. APN- Gloflat, Username - Flat and Password-Flat. Thank you. UO.",other,1
"@377724 Can you run our optimizer and test it again?
https://t.co/Q06vAu45fp

^TNT",other,1
Absolutely appalled at the way my wife has been treated at the @116245 store in glenrothes. Will never use another argos store again.,other,3
"@383185 Hello Alexandra, I would be happy to take a look. Please send me a DM. -Katie",other,1
@453291 It is https://t.co/HrXUbilfSf  ^MB,other,1
"@AppleSupport Sometimes when I ask Siri to play a station it says “Sorry, I can’t play that.” Full WiFi. Any ideas?",other,1
"@336169 If the product wasn't selling too well, the store will stop stocking it.TY - Eve 2/2",other,2
"@AppleSupport Thank you for your help, I️ apologize for raising my voice",feedback,1
"@728622 Hi there, thanks for your query. If you send us a DM, our Customer Services team will be able to advise. Thanks.",other,1
"@AskTarget Yeah I do - every single time.  But I have to get the price match at guest services, instead of in the regular line. It’s an avoidable hassl",other,1
"@571048 Hi Bethany,  uninstall the printer drivers from the PC and then download drivers from https://t.co/3oUpTAv8On and reinstall the drivers..1/2",feedback,1
@426042 This is definitely not the experience we want you to have and I would like to look into this further. Can you please DM me your full address and phone number to get started? -AL,other,1
@SpotifyCares Thanks,feedback,1
@XboxSupport i need your help... I just got a new wlan Network and my pc and mobile can connect to it. My xbox doesnt.,feedback,3
@AmazonHelp I know you guys are never willing to help anyone Bye Bye amazon,feedback,1
@570703 Thanks for reaching out. We'd like to know more to assist. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT,feedback,1
"@119784 We're the real winners around here, Michael. Everybody knows we have the #BestGuestsEver (that's you)!",feedback,1
@sainsburys Can you confirm what is happening with this?! I haven’t heard anything and not sure if I need to go into store for a refund,feedback,1
"@SpotifyCares ""Activity"" seems to be in permanent ""loading"" mode, so nothing's coming up. How to fix this? (Windows Vista Basic. PC/Laptop.) Thanks if you can help.",technical_issue,1
"@275849 We do not make phone calls over this channel, but if you need assistance you’re welcome to DM us with more details of what’s going on. ^M",other,1
"@373086 We'd like to assist. Without providing any order details, will you tell us more about what's going on?  ^KB",other,1
@AmericanAir That's why we love Southwest!,feedback,1
"@797653 We have created the new Sprint flex. Sprint Flex is our flexible way to upgrade or own your phone.  To learn more, check out our Flex support center: https://t.co/xRY4A14SAl. -DM",feedback,1
@442735 You can visit https://t.co/OLXF2ShjmN to view all current promotions at this time. Contact Telesales or go online for help. - DW,other,1
@518924 Please send a private message with your confirmation code using the link below. ~Angel https://t.co/t4ooDR29zz,feedback,1
@257681 @115765 @ATVIAssist Stfu with nerfing n get good,account_issue,1
"@UPSHelp I expected a parcel delivery today in London at a UPS location that refused to take it arguing it has been not been ordered but i m the receiver not them. I've Return to sender status now, I dont want parcel to be shipped back. How to pick it up if still in London?",feedback,1
"@ATVIAssist i cant connect to just call of duty games from my campus wifi, what can we do to fix this?",feedback,1
"@AskLyft I'm trying to apply as a driver with a referral code but your site keeps booting me back to the arrival page. If I click ""check status of application"" it kicks me back within half a second. Are you not accepting drivers??",feedback,3
